id,word_id,meaning
3155,2130,comparison
3156,2130,mutative prefix
3157,2131,where?
3158,2132,go over the water (further into the water)
3159,2133,upstream
3160,2133,go up it
3161,2134,birthmark
3162,2135,eight
3163,2136,eight hundred
3164,2137,that (over there)
3165,2138,arrive here
3166,2139,pierce him/her/it
3167,2140,buy it
3168,2141,money
3169,2142,animal (any animal)
3170,2143,evening
3171,2143,night
3172,2144,whatever
3173,2144,whatever it is
3174,2145,wish for food
3175,2145,wish for a particular food
3176,2146,arrived
3177,2147,race canoes
3178,2147,to race canoes
3179,2148,mourner
3180,2148,"""one who cuts his hair"""
3181,2148,(hair is cut along with other signs and rituals as part of a traditional four year mourning period)
3182,2149,rumoured
3183,2149,be told about
3184,2150,going upstream
3185,2150,upriver
3186,2150,going into a bay
3187,2151,canoe racer
3188,2152,here
3189,2153,this (person) here
3190,2154,go fast and hard
3191,2155,tongue
3192,2156,the
3193,2157,that
3194,2157,far away
3195,2158,"narrow, be narrow"
3196,2159,manage to spear it
3197,2160,pick up with fork or spike
3198,2161,trouble
3199,2162,buy continuously
3200,2163,nine times
3201,2164,nine
3202,2165,nine hundred
3203,2166,nine dollars
3204,2167,break off
3205,2168,married
3206,2168,be a married couple
3207,2169,many arriving
3208,2170,tongues
3209,2171,paint one’s body
3210,2171,have one's body painted
3211,2172,south-west wind
3212,2173,duck (mallard)
3213,2174,fart
3214,2174,to fart
3215,2175,tight
3216,2176,"arrive, get to, reach"
3217,2176,land (as birds)
3218,2177,carding wool
3219,2178,animal (likely for any small animal) (unverified)
3220,2179,hello
3221,2180,afternoon
3222,2180,start to be evening
3223,2180,evening
3224,2181,"still, yet"
3225,2182,noontime
3226,2183,late
3227,2183,will be late
3228,2184,just
3229,2184,just as
3230,2185,bow and arrow (?) c.f. tx̣ʷúst (KLM) bow of a canoe
3231,2186,eighty
3232,2187,red ochre (paint) (often used as ceremonial face paint)
3233,2188,gooseberry
3234,2188,Ribes spp. also documented as tə́qʷəm
3235,2189,"earth, ground"
3236,2189,fields
3237,2190,red snapper
3238,2191,cod (red snapper)
3239,2192,"the, that one far off, remote but visible"
3240,2193,ninety
3241,2194,go upstream
3242,2194,go upriver
3243,2194,go into a bay
3244,2195,doctor
3245,2196,fir tree
3246,2197,goes home
3247,2197,she/he/they went home
3248,2198,Proper name of owner of Bighouse near Qallə village
3249,2199,flea
3250,2200,sharp
3251,2200,be pointed
3252,2201,"strangled, be strangled"
3253,2202,spread it out
3254,2203,what is it
3255,2204,strawberry
3256,2205,choke
3257,2206,break in pieces
3258,2207,"hit it, club it, beat it"
3259,2207,"break, throw"
3260,2208,break (I broke it)
3261,2209,"broken, be beaten, clubbed"
3262,2210,break it
3263,2210,hit him/her/it (cause them to be hit)
3264,2211,six
3265,2212,six dollars
3266,2213,six hundred
3267,2214,sixty
3268,2215,baptized
3269,2216,wearing
3270,2216,be made to wear
3271,2217,put it on (as clothes)
3272,2218,try it (yourself)
3273,2219,try it
3274,2220,"anger, to be angry"
3275,2221,cross (go across)
3276,2222,arm
3277,2222,wing
3278,2223,fish eggs
3279,2224,what is it
3280,2225,salal
3281,2226,"liver, bladder"
3282,2227,wren
3283,2228,sing
3284,2229,singing about
3285,2230,singing
3286,2231,you're singing
3287,2232,pray
3288,2233,thimble berry
3289,2234,bring home
3290,2234,they bring home
3291,2235,brought home
3292,2235,be taken home
3293,2236,understand
3294,2237,bless: receive blessing: medicine for the soul
3295,2238,"waving, be waving"
3296,2239,arms
3297,2239,wings
3298,2240,destroyed
3299,2240,they've been destroyed (plural)
3300,2241,spark
3301,2241,make sparks
3302,2242,braid hair
3303,2243,stick shoes
3304,2244,"swim, to locomote through the water"
3305,2245,swims
3306,2245,she/he/it/they swim
3307,2246,broke
3308,2246,it broke
3309,2247,broke
3310,2247,managed to break it
3311,2247,hit by mistake
3312,2248,break (unintentionally)
3313,2249,"angry, be angry or mad"
3314,2250,singing (always singing)
3315,2251,"lunch (second meal of the day). Traditionally, people only had two meals a day: morning and evening.)"
3316,2252,putting it on
3317,2252,puting something on something
3318,2253,wear
3319,2254,sea otter
3320,2255,dying
3321,2255,to die
3322,2256,die
3323,2257,wearing
3324,2258,guess
3325,2258,suppose
3326,2259,week
3327,2260,yawning (be yawn)
3328,2261,yawn (to yawn)
3329,2262,only
3330,2263,bark (as a dog's bark)
3331,2264,perhaps
3332,2264,maybe
3333,2265,"trading, exchanging"
3334,2266,"jealous, being jealous"
3335,2266,being envious
3336,2267,"jealous, be jealous"
3337,2267,envious
3338,2268,light (weight)
3339,2269,at that particular place
3340,2269,that there
3341,2270,sit down (put your bottom there)
3342,2271,hit (punch) him/it in the face
3343,2272,wash dishes
3344,2273,attack
3345,2274,wake me up
3346,2275,waken
3347,2275,arouse
3348,2276,meet
3349,2277,wake up
3350,2277,waken oneself
3351,2278,"awakened, be awakened"
3352,2279,"waken, to waken"
3353,2280,Placename: Becher Bay
3354,2281,Placename: Chamainus
3355,2282,we are waking up
3356,2283,Indigenous person
3357,2283,First Nations person
3358,2284,going down (unconfirmed)
3359,2285,shaking it (unconfirmed)
3360,2286,distribute gifts at a commemorative potlatch held one year after a person̓s death
3361,2287,shakes it
3362,2288,"Autumn (season when the tree leaves shake). October: ""the leaves are falling"""
3363,2289,open (open it)
3364,2290,breastline (ties reefnetting canoes to anchor)
3365,2291,"pull it, pull in"
3366,2291,drag it
3367,2291,draw
3368,2291,haul something
3369,2292,dragged or pulled it out
3370,2293,lock
3371,2293,to lock
3372,2294,paint one’s face
3373,2295,wink
3374,2295,blink
3375,2296,Placename: village at Maple Bay
3376,2296,at the bottom
3377,2297,"cross oneself, make the sign of the cross"
3378,2298,smile
3379,2298,laugh
3380,2299,patch up (as clothes)
3381,2300,stingy
3382,2301,bowl
3383,2302,loud
3384,2303,stutter
3385,2304,Placename: Tseycum
3386,2304,Saanich village at Patricia Bay
3387,2304,
3388,2305,"Placename: Little Neck, Kosapsum. Village site at Maple Bay where the current Craigflower Manor Schoolhouse is."
3389,2306,"1. Placename: Xwsepsum Village. According to Edward Joe and the anthropologist Charles Hill-Tout (writing in the early 1900’s), a traditional Xwsepsum nation village named Xwsepsum stood where the parliament Buildings stand"
3390,2307,"1. Placename: ""Place of clay"" located at what is referred to as the Inner Harbour, next to pšay, at entrence of a waterway leading inland. People went there to collect willow branches for making matts and other useful items. The"
3391,2308,"blister, get blistered"
3392,2309,close it
3393,2310,shut
3394,2310,close it
3395,2311,"north, northern, be in a northerly direction"
3396,2312,sunset
3397,2313,sore throat
3398,2314,return
3399,2314,replace
3400,2314,repay
3401,2314,put back
3402,2315,return something borrowed
3403,2315,repay a loan
3404,2316,sell
3405,2317,ride
3406,2318,I am waking up
3407,2318,I woke up
3408,2319,root (any root)
3409,2320,jumping
3410,2321,"Aboriginal person, people who came before"
3411,2322,will distribute or intend to distribute gives at a commemorative potlatch
3412,2323,jumping
3413,2324,leak out (as from a bucket)
3414,2324,
3415,2325,"Caucasian, white people"
3416,2326,"Caucasian, white person"
3417,2327,smile at each other
3418,2328,unmarried man
3419,2329,go with someone
3420,2330,Placename: camp just west of Clover point.
3421,2331,distant
3422,2331,away from
3423,2332,1. swaddle it
3424,2333,pillow
3425,2334,"at home, be at home"
3426,2335,how to do something
3427,2336,"sawbill, sea ducks, Merginae"
3428,2337,scratch it
3429,2338,"know something, find something out, learn something. (The Saanich word x̣əčt means think, or figure something. The Hul’q’umi’num’ word xchut means figure it out or decide.)"
3430,2339,mind
3431,2340,think
3432,2340,"have ideas, thoughts, memories"
3433,2341,manage to know
3434,2341,understand
3435,2341,comprehend
3436,2342,Good Friday
3437,2343,weigh
3438,2343,to weigh
3439,2344,rock for drying fish
3440,2345,tooth ache (the tooth is sore)
3441,2346,"new, novice spirit dancer"
3442,2347,signal
3443,2348,battle
3444,2348,"war, be at war"
3445,2349,eat
3446,2350,eat it
3447,2351,feed
3448,2351,cause them to be fed
3449,2352,suffer
3450,2353,cedar tree
3451,2354,complain
3452,2355,"fix it, prepare it, make it"
3453,2356,cook (prepare) the food
3454,2357,do (I did it)
3455,2358,scrape (?) ix̣ət- scrape with something sharp (Hul'q̓)
3456,2359,carve
3457,2359,make carvings
3458,2359,whittle
3459,2360,carve it
3460,2361,scratching it
3461,2362,"lake, pond, marsh, swamp"
3462,2363,eat in a group (from Cowichan)
3463,2364,new
3464,2364,to be new
3465,2365,ladle
3466,2365,spoon
3467,2366,Sunday
3468,2367,sacred
3469,2367,powerful
3470,2367,dangerous
3471,2368,weighing
3472,2368,to be weighing
3473,2369,figuring it out
3474,2370,dry (to dry)
3475,2371,scratch with fingernail
3476,2371,to claw
3477,2372,ache
3478,2373,sick
3479,2373,to be sick
3480,2374,menstrual period
3481,2375,stomach ache (your stomach hurts)
3482,2376,arthritis
3483,2376,rheumatism
3484,2377,"sad, hurt or sore feelings"
3485,2377,“to have painful thoughts”
3486,2378,carving
3487,2378,s/he is carving
3488,2379,warring
3489,2379,be always at war
3490,2380,"ashamed, be ashamed"
3491,2381,growling
3492,2382,urchin (purple sea urchin)
3493,2382,sea eggs (large)
3494,2383,known
3495,2384,writing
3496,2384,be writing (unconfirmed)
3497,2385,"sickness (noun), a sickness"
3498,2386,growl (unverified)
3499,2387,"Placename: This name, meaning a stream tumbling down is provided by Dave Elliott for Colquitz Creek."
3500,2388,turn (oneself) around
3501,2389,write continuously
3502,2390,drawing
3503,2391,"hurt, to get hurt, to have pain"
3504,2392,"badly burned, s/he or it is badly burned"
3505,2393,sore feelings
3506,2393,"feel sorry, to be sad"
3507,2393,“to have painful thoughts”
3508,2394,saying
3509,2394,doing (unconfirmed)
3510,2395,black face dancer
3511,2396,say
3512,2396,tell
3513,2397,told
3514,2397,be told
3515,2398,swearing
3516,2398,cursing
3517,2399,prepared
3518,2399,fixed
3519,2400,"carver, someone who carves"
3520,2401,do/make for me (?)
3521,2402,carving
3522,2402,be carving
3523,2402,s/he is carving
3524,2403,"carver, someone who carves"
3525,2404,"humming-bird, Trochilidae"
3526,2405,being watched
3527,2406,"1. Placename: ""Place of war"" is at the point of land between Oak Bay and McNeill Bay. As well as being a village, this was a sacred site where people would hang their babies’ cradles, like P’aluts’us in the Victoria inner"
3528,2407,hawk
3529,2408,twist
3530,2408,turn (oneself)
3531,2409,turn it
3532,2410,wand
3533,2410,stick with supernatural power which a shaman used in healing rituals. The wands were passed over the patient's body to draw out the source of his ailment.<br />
3534,2411,draw it
3535,2412,draw on it
3536,2413,have feet or wheels
3537,2414,footprint
3538,2414,track (as animal tracks)
3539,2415,"say, tell"
3540,2415,say something untrue
3541,2416,trap fish or animal trap
3542,2417,"carved, to be carved"
3543,2418,"Placename: Village site on northern side of Ten Mile point of peninsula in Haro Straight, North of Cordoba Bay. Translated as ""Point of cracking sea urchins""."
3544,2419,drum
3545,2420,cry
3546,2421,"throw, throw away, discard"
3547,2422,throw it
3548,2423,"joke, to joke"
3549,2424,fly
3550,2424,housefly
3551,2425,"narrow, be narrow"
3552,2425,thin
3553,2426,opener
3554,2427,stream
3555,2427,brook
3556,2428,neck or throat
3557,2429,rope
3558,2430,leaking
3559,2431,leak
3560,2432,"Placename: for Elk Lake. ""drifting along"", named for the island."
3561,2433,drift downstream
3562,2433,drift with the current
3563,2434,willow tree
3564,2435,Placename: Means pussy willow. This is the name for the area that includes Ross Bay and Clover Point. It was said to have been too rough to land canoes here.
3565,2436,drift
3566,2437,drift
3567,2437,be set adrift or set afloat
3568,2438,being turned to face in a direction
3569,2439,how is it
3570,2440,"similar, be like, be as it is"
3571,2440,because
3572,2440,reason for
3573,2441,think it's alright
3574,2441,think so
3575,2441,believe it is
3576,2441,wonder
3577,2442,think the right thing
3578,2443,why?
3579,2444,why
3580,2444,because
3581,2445,"fast, ready to go, willing and able"
3582,2446,swift current (of a river or sea)
3583,2446,fast tide
3584,2447,agitate the water
3585,2448,rainbow
3586,2449,crying (to be crying)
3587,2450,imitate
3588,2451,throwing
3589,2452,"robin, Turdus migratorius"
3590,2453,rub
3591,2453,rub something smooth (unconfirmed)
3592,2454,steady
3593,2455,go
3594,2455,leave
3595,2456,you go
3596,2457,go up from the water
3597,2458,go to me
3598,2459,go away from shore
3599,2460,"take, bring"
3600,2461,go down to the beach
3601,2462,play
3602,2463,feed the fire for the dead
3603,2463,feed the funeral fire
3604,2464,"tell, to tell"
3605,2465,"told, to be told"
3606,2466,tell you
3607,2466,order you
3608,2467,must be
3609,2467,could be
3610,2467,inferential
3611,2468,dragging
3612,2468,dragging along (unconfirmed)
3613,2469,Placename: village at south end of Penelakut Island (p̓ənéʔləx̣əc̓) previously called Kuper Island *Destroyed by one of Vancouver's man-of-wars. They were related to Saanich people.
3614,2470,play about
3615,2471,arrow
3616,2472,"(my)hands, fingers"
3617,2473,heart (your heart)
3618,2474,(my)gift
3619,2474,present
3620,2475,cooking pit (any place that has been dug
3621,2476,dead ones
3622,2477,suffix meaning a light or pale colour (see pink or grey)
3623,2478,diminutive suffix
3624,2479,animateness(?)
3625,2480,"suffix meaning deceased person, usually family member or spouce."
3626,2481,used for numbers 30-90
3627,2482,our
3628,2482,ours: first person plural possessive suffix
3629,2483,diminutive lexical suffix meaning young or offspring
3630,2484,fork
3631,2485,coffee
3632,2486,gold
3633,2487,cook
3634,2488,"rubber boots, gumboots"
3635,2489,bacon
3636,2489,pig
3637,2490,stump
3638,2491,woodpecker (smaller)
3639,2492,whilling
3640,2493,echo
3641,2494,smoked or dried fish
3642,2495,twilight
3643,2496,white clover
3644,2497,"duck (canvas back) (Saanich: bluebill, ring-necked duck)"
3645,2498,water (drop of water) (scəq̓əŋ SEN)
3646,2499,tulip bulb
3647,2500,foot (instep)
3648,2501,"soot (Saanich - ₭OY,ĆEḴ)"
3649,2502,smelt (plural? qʷəɬəs SEN
3650,2502,qʷeyəɬs KLM)
3651,2503,lily bulb
3652,2504,parsnip
3653,2505,lips
3654,2506,trout (bullhead)
3655,2507,spine
3656,2508,loins
3657,2509,wolverine (same as wolves?—Saanich: no word)
3658,2510,wild cherry
3659,2511,leg (lower)
3660,2512,tongue
3661,2513,this (here) is your fishing ground
3662,2514,arm (lower arm)
3663,2515,I am sick
3664,2516,dangerous
3665,2517,nightmare
3666,2517,terrible dream
3667,2518,she
3668,2518,he
3669,2518,it
3670,2518,they
3671,2518,third person subject suffix
3672,2519,difficult
3673,2519,want
3674,2519,like
3675,2519,love
3676,2519,desire
3677,2519,needed
3678,2520,pounce
3679,2521,run away
3680,2521,also pronounced ƛ̓yiw̓
3681,2522,pounced upon
3682,2522,attacked by surprise
3683,2523,long house in which potlatches are held (old word)
3684,2524,also
3685,2525,and
3686,2525,coordinative particke
3687,2526,your job
3688,2527,your own
3689,2528,what you figure
3690,2529,mother (your mother)
3691,2530,correct
3692,2530,"a matter that is fine, acceptable, satisfactory"
3693,2531,speaking together
3694,2531,we are speaking together
3695,2532,they are ambitious
3696,2532,eager
3697,2532,willing
3698,2532,ready
3699,2533,hole
3700,2533,pit
