category,english,lummi,part_of_speech,context_notes,source,eng_tokens,lummi_tokens
time_expression,when the geese fly south,ákh-ha kw'as o wing ste-wüt,time_expression,,deepseek,5,5
time_expression,during the dog salmon run,quoloux kw'as o kw'elólh stá-lo,time_expression,,deepseek,5,5
time_expression,at the crow's first caw,sku-takh kw'as o kwal il-chä-la,time_expression,,deepseek,5,5
time_expression,when the maple leaves redden,küm′ an-ilp s'chá-sün kw'as o n'sük'h,time_expression,,deepseek,5,6
time_expression,before the snow sticks,kwül-hés-lüt-sin ná-ka kw'as o siLheng,time_expression,,deepseek,4,5
culture,blanket giving ceremony,stüm-mo-whitl üng-us sxwilhen,culture,,deepseek,3,3
culture,moon cycle dances,kl-káltsh kwi-é-lish,culture,,deepseek,3,2
culture,salmon spirit songs,s'chän-hu q'wele te′lim,culture,,deepseek,3,3
culture,cedar bark harvest,shl-kōm t'áq'em,culture,,deepseek,3,2
culture,coastal navigation teachings,klals lang-üt kwechost,culture,,deepseek,3,3
weather_expression,the southeast wind bites,s'chis st-châng kw'as o tsing-ut-tüng,weather_expression,,deepseek,4,5
weather_expression,rain soaks through cedar capes,slüm′mōkh kw'as o kw'elólh h'pai stüm-mo-whitl,weather_expression,,deepseek,5,6
weather_expression,lightning writes on the waves,cha-á-kwa-chük kw'as o hül′lüt skwüt-la-lák-ün,weather_expression,,deepseek,5,5
weather_expression,frost paints the morning grass,Ts'ixweng kw'as o hül′lüt s'hüs-sái skwá-chi,weather_expression,,deepseek,5,6
weather_expression,the sea smokes with cold,TL'aLh kw'as o smá-nüsh Ts'ixweng,weather_expression,,deepseek,5,5
sentence,My grandmother tells stories by the fire,Sé-la ni s-hä′yäm kw'ech kw'as säts,sentence,Traditional storytelling scene around the fire,claude,7,6
sentence,The children play on the beach,Ti sqáchel s-lä′lech ti smált,sentence,Common scene of children playing by the water,claude,6,5
sentence,We gather berries in the mountains,Ch'i-kw'ech ni ti sméyeth ti smä′lqey,sentence,Traditional food gathering activity,claude,6,6
sentence,The eagle soars high above the water,Ti spä′äth s-hókwel hél ti cháko,sentence,Describing the majestic flight of an eagle,claude,7,6
sentence,Winter storms bring heavy rain,Ti s-kä′äkw slüm′mōkh hóy-kwa,sentence,Describing winter weather patterns,claude,5,4
sentence,The canoe glides through calm waters,Ti sch'ä′äng s-lí-tel ti kw'äl cháko,sentence,Traditional transportation on water,claude,6,6
sentence,Elders share wisdom with the young,Ti s-yä′yäs st'i′bes ti s-hä′yäm ti sqáchel,sentence,Intergenerational knowledge transfer,claude,6,7
sentence,Cedar bark is woven into baskets,Ti s-k'wéy h'pai s-ch'íl-ech ti s-käl′,sentence,Traditional craft and material use,claude,6,6
sentence,The whale song echoes through deep waters,Ti s-shxwelí kwech s-hä′yäm ti hä′äl cháko,sentence,Marine life and their sounds,claude,7,7
sentence,Salmon return to their birthplace every year,S'chän-hu kw'as lüt ti s-yóls cha sáw-el,sentence,Annual salmon lifecycle and migration,claude,7,7
question,What is your name?,Stäm kw'as ti si-á-lu?,question,Basic introduction question,claude,4,4
question,How are you today?,Stäm kw'as ti si-ám ti-a syú-lep?,question,Common greeting inquiry about wellbeing,claude,4,6
question,When will the tide come in?,A-when-el kw'as ti s-tí-qech?,question,Important question for coastal activities,claude,6,4
question,Where do the salmon spawn?,A-hén kw'as s'chän-hu ché-mäsh?,question,Question about salmon spawning locations,claude,5,4
question,How many fish did you catch?,Sus-kw'et kw'as ti s'chän-hu si-ch'ech'ókwem?,question,Question about fishing success,claude,6,5
question,Is the mountain visible today?,Kw'es-tel kw'as ti smä′lqey ti-a syú-lep?,question,Question about weather and visibility,claude,5,6
phrase,good morning,Hóy kw'as ti s-sí-yem,phrase,Morning greeting acknowledging the good day,claude,2,4
phrase,I am sorry,Hí-kw'et ni,phrase,Apology or expression of regret,claude,3,2
phrase,take care,Ä′mech si kw'äl-ech,phrase,Caring farewell wishing someone well,claude,2,3
phrase,welcome home,Yä′yäs kw'as lut stá-les,phrase,Greeting for someone returning home,claude,2,4
vocabulary,moon,sp'ä′äkw,noun,The moon lights the night sky,claude,1,1
vocabulary,star,s-te′el,noun,Stars guide travelers at night,claude,1,1
vocabulary,forest,s-che′el,noun,Dense woodland areas,claude,1,1
vocabulary,to walk,s-lí-tel,verb,Moving on foot from place to place,claude,2,1
vocabulary,to swim,s-lítch,verb,Moving through water,claude,2,1
vocabulary,to fly,s-hókwel,verb,Moving through the air,claude,2,1
vocabulary,to sing,s-shxwelí,verb,Making musical sounds with voice,claude,2,1
vocabulary,to dance,s-kw'ákw'ech,verb,Rhythmic movement often ceremonial,claude,2,1
vocabulary,to hunt,s-tä′äkwem,verb,Pursuing game animals for food,claude,2,1
vocabulary,to gather,ch'i-kw'ech,verb,Collecting plants and materials,claude,2,1
vocabulary,to weave,s-ch'íl-ech,verb,Creating textiles from natural fibers,claude,2,1
vocabulary,to carve,s-kw'él-ech,verb,Shaping wood or stone,claude,2,1
vocabulary,to teach,s-hä′yäm-ech,verb,Sharing knowledge and skills,claude,2,1
vocabulary,brother,si-á-lem,noun,Male sibling relationship,claude,1,1
vocabulary,mother,swä′yel,noun,Female parent,claude,1,1
vocabulary,elder,s-yä′yäs,noun,Respected older community member,claude,1,1
vocabulary,friend,si-á-lu,noun,Close companion or ally,claude,1,1
vocabulary,chief,si-á-äm,noun,Traditional leader of the community,claude,1,1
vocabulary,warrior,s-tí-lem,noun,Protector and defender,claude,1,1
vocabulary,healer,s-kw'ákwech,noun,Medicine person who helps the sick,claude,1,1
vocabulary,wolf,s-kw'á-äy,noun,Wild canine and spiritual symbol,claude,1,1
vocabulary,elk,s-tí-lu,noun,Large antlered animal,claude,1,1
vocabulary,otter,s-tä′äl,noun,Playful water mammal,claude,1,1
vocabulary,seal,s-chä′äl,noun,Marine mammal,claude,1,1
sentence,The fire crackles and sparks in the darkness,Ti säts kw'ech-tel o s-te′el-tel ti s-thí-thel,sentence,Evening fire scene,claude,8,7
sentence,Morning mist rises from the still water,Ti s-sí-yem s-hóp s-hókwel lut ti kw'äl cháko,sentence,Peaceful morning scene by water,claude,7,8
sentence,Children learn traditional songs from their elders,Ti sqáchel s-hä′yäm-tel ti syóls s-shxwelí lut ti s-yä′yäs,sentence,Cultural education and tradition passing,claude,7,9
sentence,The fisherman mends his net before dawn,Ti ch'ech'ókwem s-kw'él-ech ti s-kw'él-kw'el lel ti s-sí-yem,sentence,Preparation for fishing activities,claude,7,8
sentence,Wild roses bloom along the forest path,Ti syóls s-kwä′lech s-lä′lech ti s-che′el st'ä′äl,sentence,Natural beauty in woodland settings,claude,7,7
sentence,The storyteller's voice carries on the evening breeze,Ti s-hä′yäm-tel si s-shxwelí s-hä′äm ti kw'á-äl s-sí-yem,sentence,Traditional storytelling atmosphere,claude,8,8
sentence,Smoke from the cedar fire rises to the stars,Ti s-q'ey lut h'pai säts s-hókwel ti s-te′el,sentence,Sacred fire ceremony imagery,claude,9,8
sentence,The tide pools reveal small treasures,Ti s-tí-qech s-kw'äl s-kw'es-tel ti sí-sech s-yóls,sentence,Exploring coastal tidepools,claude,6,7
sentence,Ravens call from the tall cedar trees,Ti s-kä′äkw s-shxwelí lut ti hä′äl h'pai,sentence,Forest sounds and bird calls,claude,7,7
sentence,The drum beat echoes across the water,Ti s-lä′äm kw'ech s-hä′yäm kw'ech ti cháko,sentence,Ceremonial music and its reach,claude,7,7
weather_expression,the wind is strong,Hä′äl kw'as ti s-hä′äm,weather_expression,Describing windy conditions,claude,4,4
weather_expression,fog covers the mountain,S-hóp kw'as s-th'e′-th'el ti smä′lqey,weather_expression,Misty mountain conditions,claude,4,5
weather_expression,the sun is bright,Skä′äl kw'as ti sku-kül′,weather_expression,Clear sunny weather,claude,4,4
weather_expression,snow falls gently,S-kwéy s-lítch ti s-kw'ä′äl,weather_expression,Peaceful snowfall,claude,3,4
weather_expression,thunder rolls overhead,S-thá-thel kw'as hókwel,weather_expression,Storm activity description,claude,3,3
weather_expression,the storm passes,S-lí-tel kw'as ti s-kä′äkw,weather_expression,Storm moving away,claude,3,4
time_expression,at sunrise,Ti sku-kül′ s-hókwel-el,time_expression,Dawn time reference,claude,2,3
time_expression,during the full moon,Ti kw'äl sp'ä′äkw-el,time_expression,Nighttime lunar reference,claude,4,3
time_expression,in the old days,Ti syóls s-yä′yäs-el,time_expression,Historical time reference,claude,4,3
time_expression,every season,Sáw s-yóls-el,time_expression,Cyclical time reference,claude,2,2
time_expression,before winter,Lel ti s-kä′äkw-el,time_expression,Seasonal preparation time,claude,2,3
time_expression,after the salmon run,Äl ti s'chän-hu s-lí-tel-el,time_expression,Post-seasonal event timing,claude,4,4
culture,canoe journey,sch'ä′äng st'ä′äl,culture,Traditional water travel and ceremony,claude,2,2
culture,first foods ceremony,syálil s-kw'ech syóls,culture,Seasonal celebration of traditional foods,claude,3,3
culture,vision quest,s-kw'es-tel st'ä′äl,culture,Spiritual journey for guidance,claude,2,2
culture,winter dancing,s-kä′äkw s-kw'ákw'ech,culture,Sacred winter ceremonies,claude,2,2
culture,house raising,stä′les s-hókwel-ech,culture,Community building activity,claude,2,2
culture,naming ceremony,si-á-lu syálil,culture,Traditional naming ritual,claude,2,2
sentence,The grandmother's spindle spins mountain goat wool.,Sé-la kw'as o kw'elólh swét-le si-at′tün.,sentence,,deepseek,7,6
sentence,Young girls practice basket patterns with fern stems.,Slá-ne s'hwé-wils kw'as o kwechost kl-päk sük-ka-an′.,sentence,,deepseek,8,7
sentence,We roast camas bulbs in pit ovens.,Ninglkh kw'as o tül-lák ko′mel-lokh chük-hós.,sentence,,deepseek,7,6
sentence,The harpooner sings to the orca.,Kwá-nat met-át-üng-kwa kw'as o te′lim qwenes.,sentence,,deepseek,6,6
sentence,Tidepool shrimp glow like stars.,TLemwechen kw'as o pük'h kó-s'n küm′mül kaukh.,sentence,,deepseek,5,7
sentence,Carvers breathe life into cedar masks.,Chay′ swé-yi-ka kw'as o hal-ikh h'pai sas.,sentence,,deepseek,6,7
sentence,Salmonberry shoots sweeten spring soups.,Al-é-la s'chá-sün kw'as o sak-küng tchin-kwé-lis.,sentence,,deepseek,5,6
sentence,The elder's paddle keeps rhythm with waves.,Tsa-küng ist kw'as o kw'elólh skwüt-la-lák-ün.,sentence,,deepseek,7,6
sentence,Children's footprints circle the storyteller.,Stet-látkl hün-nüug′en kw'as o keLiset sxwiam kwal.,sentence,,deepseek,5,7
sentence,Seagull feathers decorate dance regalia.,Kweni' stá-kw kw'as o hül′lüt kwi-é-lish stang.,sentence,,deepseek,5,7
question,Which mountain holds the best obsidian?,Stáng sng-ánt kw'as o kw'elólh ái-yas chet-hlákh?,question,,deepseek,6,7
question,How many moons until the herring run?,Stáng kl-káltsh kw'as o kwül-hés-lüt-sin slang-üt?,question,,deepseek,7,6
question,Where do freshwater clams hide?,A-hén kw'as o as-chá-nütl Soxwe stá-lo?,question,,deepseek,5,6
question,Who remembers the glacier songs?,Wät kw'as o xchit sé-ma te′lim?,question,,deepseek,5,6
question,Why do ravens roll in ants?,Stáng kw'as o keLiset sku-takh tát-a-tlüm?,question,,deepseek,6,6
phrase,Tie the canoe with cedar rope.,Hwé-lüm h'pai snekwlh.,phrase,,deepseek,6,3
phrase,The herring eggs cling to kelp.,Ché-mäsh kw'as o siLheng kwá-ang.,phrase,,deepseek,6,5
phrase,Respect the sleeping mountain.,Hy’shqe sng-ánt it't.,phrase,,deepseek,4,3
phrase,Dip your paddle quietly.,Ist nekwa semexw.,phrase,,deepseek,4,3
phrase,This yew bow shoots straight.,Ti′et-hla tlng-kálsh tsá-cha-sen kw'as o lang-üt.,phrase,,deepseek,5,6
vocabulary,whalebone gambling dice,kwá-nat sōm smi′-la-li,noun,Traditional game pieces,deepseek,3,3
vocabulary,cedar bark rain cape,shl-kōm slüm′mōkh stüm-mo-whitl,noun,Waterproof garment,deepseek,4,3
vocabulary,stone fish club,chet-hlákh s'chän-hu shipt,noun,Fishing tool,deepseek,3,3
vocabulary,moon phase counter,kl-káltsh nat′so-wütsh,noun,Calendar device,deepseek,3,2
vocabulary,berry seed necklace,selhteneng kwün-kwün-né sklau-ün,noun,Women's adornment,deepseek,3,3
vocabulary,tidal marker stones,küm′mül chet-hlákh,noun,Navigation aids,deepseek,3,2
vocabulary,spirit canoe offerings,q'wele snekwlh üng-us,noun,Ritual items,deepseek,3,3
vocabulary,carved comb,kül-kél si-at′tün shipt,noun,Grooming tool,deepseek,2,3
vocabulary,clam garden walls,Soxwe chin-eng-ütl chet-hlákh,noun,Mariculture feature,deepseek,3,3
vocabulary,cedar root rope,h'pai ko′mel-lokh hwé-lüm,noun,Construction material,deepseek,3,3
time_expression,when the first dog salmon appears,il-chä-la quoloux kw'as o lang-üt,time_expression,,deepseek,6,5
time_expression,during the goose moon,ákh-ha kl-káltsh,time_expression,,deepseek,4,2
time_expression,at the herring's silver tide,slang-üt pük'h küm′mül,time_expression,,deepseek,5,3
time_expression,when maple buds swell,küm′ an-ilp kw'as o kw'elólh kl'k-tákhl,time_expression,,deepseek,4,6
time_expression,before the raven's winter tale,sku-takh chin-sá-tütsh sxwiam kwül-hés-lüt-sin,time_expression,,deepseek,5,4
culture,cedar bark peeling ceremony,shl-kōm kle-hwés-tüng sxwilhen,culture,,deepseek,4,3
culture,whale spirit dances,kwá-nat q'wele kwi-é-lish,culture,,deepseek,3,3
culture,berry picking songs,t'áq'em selhteneng te′lim,culture,,deepseek,3,3
culture,totem pole raising ritual,yáy'kw't sä-at sxwilhen,culture,,deepseek,4,3
culture,intertidal harvesting teachings,küm′mül t'áq'em kwechost,culture,,deepseek,3,3
weather_expression,the storm's breath freezes waves,hoteLh pa′-hwt kw'as o Ts'ixweng skwüt-la-lák-ün,weather_expression,,deepseek,5,6
weather_expression,snowflakes dance like spirit feathers,ná-ka kw'as o kwi-é-lish q'wele stá-kw,weather_expression,,deepseek,5,6
weather_expression,thunder drums shake the shoreline,s'hó-hwas kau-ä′tüng kw'as o kw'elólh si-et′süm,weather_expression,,deepseek,5,6
weather_expression,cedar pollen falls like golden rain,h'pai smá-nitsh kw'as o slüm′mōkh cheskwin,weather_expression,,deepseek,6,6
weather_expression,the fog's fingers grasp the treetops,spi-á-hwün chi-hals′ kw'as o kw'elólh s'ki-lá-lüng-hu,weather_expression,,deepseek,6,6
sentence,The carver's adze reveals a wolf spirit.,S'chüm′mün kw'as o lang-üt st-kái-ükh q'wele.,sentence,,deepseek,7,6
sentence,Grandmother stores knowledge in basket patterns.,Sé-la kw'as o as-chá-nütl xchit kl-päk hül′lüt.,sentence,,deepseek,6,7
sentence,Boys wrestle with seal-skin balls.,S'ch-chi-álkh kw'as o tsäl-tüng _á_ss′hu hül-kün.,sentence,,deepseek,5,6
sentence,The tide's heartbeat measures time.,Küm′mül tsá-la kw'as o nat′so-wütsh skwá-chil.,sentence,,deepseek,5,6
sentence,We weave the tide's rhythm into songs.,Ninglkh kw'as o mehoy′ küm′mül te′lim.,sentence,,deepseek,7,6
sentence,Herring eggs shimmer on kelp fronds.,Ché-mäsh kw'as o pük'h kwá-ang s'chá-sün.,sentence,,deepseek,6,6
sentence,The storyteller's wrinkles map our history.,Sxwiam kwal sas kw'as o satl ninglkh sxwiam.,sentence,,deepseek,6,8
sentence,Cedar smoke carries prayers upward.,H'pai smá-nüsh kw'as o kw'elólh ses'l.,sentence,,deepseek,5,6
sentence,Salmon teach us about perseverance.,S'chän-hu kw'as o kwechost ninglkh kwüm-kwüm.,sentence,,deepseek,5,6
sentence,The moon's reflection dances on waves.,Kl-káltsh lang-üt kw'as o kwi-é-lish skwüt-la-lák-ün.,sentence,,deepseek,6,6
question,Where do otters stash their clams?,A-hén kw'as o as-chá-nütl s'katl Soxwe?,question,,deepseek,6,6
question,How deep must we dig for butter clams?,Stáng klütsh kw'as o pä-nükhw′ Soxwe?,question,,deepseek,8,6
question,Which star marks the fishing season?,Stáng kó-s'n kw'as o hül′lüt ch'ech'ókwem skwá-chil?,question,,deepseek,6,7
question,Who can read the storm's approach?,Wät kw'as o lang-üt hoteLh kwül-hés-lüt-sin?,question,,deepseek,6,6
question,Why do cedars grow toward the west?,Stáng kw'as o chin-eng-ütl h'pai ste-wüt?,question,,deepseek,7,6
phrase,Carve with the grain.,Chay′ h'pai s'chütl.,phrase,,deepseek,4,3
phrase,The herring's silver lights the bay.,Slang-üt pük'h kw'as o kw'elólh momLi.,phrase,,deepseek,6,6
phrase,Sing the tide back.,Te′lim küm′mül n'a.,phrase,,deepseek,4,3
phrase,Weave the summer's warmth.,Mehoy′ kwá-lüs kwá-lus.,phrase,,deepseek,4,3
phrase,This yew holds many arrows.,Ti′et-hla tlng-kálsh kw'as o kw'elólh n'gun yitcht.,phrase,,deepseek,5,7
vocabulary,whalebone spindle,kwá-nat sōm kw'elólh swét-le si-at′tün,noun,Textile tool,deepseek,2,5
vocabulary,storm-watching perch,hoteLh lang-üt sng-ánt,noun,Observation site,deepseek,2,3
vocabulary,cedar bark matchet,shl-kōm shpál-tin,noun,Bark harvesting tool,deepseek,3,2
vocabulary,tidal calendar sticks,küm′mül kl-káltsh hül′lüt,noun,Timekeeping device,deepseek,3,3
vocabulary,berry juice dye,selhteneng säs-tchin hül′lüt,noun,Textile coloring,deepseek,3,3
vocabulary,spirit canoe offerings,q'wele snekwlh üng-us,noun,Ritual items,deepseek,3,3
vocabulary,carved comb,kül-kél si-at′tün shipt,noun,Grooming tool,deepseek,2,3
vocabulary,clam garden walls,Soxwe chin-eng-ütl chet-hlákh,noun,Mariculture feature,deepseek,3,3
vocabulary,cedar root rope,h'pai ko′mel-lokh hwé-lüm,noun,Construction material,deepseek,3,3
vocabulary,moon phase counter,kl-káltsh nat′so-wütsh,noun,Calendar device,deepseek,3,2
time_expression,when the chiton sticks to rocks,hül′lüng kw'as o siLheng chet-hlákh,time_expression,,deepseek,6,5
time_expression,during the raven's molting,sku-takh kw'as o klüt-säng si-at′tün,time_expression,,deepseek,4,5
time_expression,at the salmonberry's first blush,al-é-la kw'as o n'sük'h,time_expression,,deepseek,5,4
time_expression,when the tide whispers,küm′mül kw'as o sh-pi-lás,time_expression,,deepseek,4,4
time_expression,before the heron's morning stand,snekwe kw'as o siLheng skwá-chi kwül-hés-lüt-sin,time_expression,,deepseek,5,6
culture,whalebone carving ritual,kwá-nat sōm chay′ sxwilhen,culture,,deepseek,3,4
culture,tidal knowledge songs,küm′mül xchit te′lim,culture,,deepseek,3,3
culture,cedar bark stripping dance,shl-kōm kle-hwés-tüng kwi-é-lish,culture,,deepseek,4,3
culture,first foods ceremony,il-chä-la it′lün sxwilhen,culture,,deepseek,3,3
culture,intertidal stewardship teachings,küm′mül t'áq'em kwechost,culture,,deepseek,3,3
weather_expression,the north wind's teeth are sharp,schoy'em chin′nis kw'as o ái-yas,weather_expression,,deepseek,6,5
weather_expression,rain weaves a silver blanket,slüm′mōkh kw'as o mehoy′ pük'h stüm-mo-whitl,weather_expression,,deepseek,5,6
weather_expression,lightning stitches the sky's seam,cha-á-kwa-chük kw'as o chets skwái-yil,weather_expression,,deepseek,5,5
weather_expression,frost paints the cedar's breath,Ts'ixweng kw'as o hül′lüt h'pai pa′-hwt,weather_expression,,deepseek,5,6
weather_expression,the sea's pulse quickens,TL'aLh tsá-la kw'as o kwâ-nüng-üt,weather_expression,,deepseek,4,5
sentence,The morning fog hugs the shoreline,Ti s-sí-yem s-hóp kw'as o kw'elólh smált,sentence,Describes a common coastal morning scene,windsurf-SWE-1,6,7
sentence,Grandmother's hands weave cedar with care,Sé-la si-lá-cha kw'as o mehoy′ h'pai kw'elólh st'áw'xw,sentence,Traditional craft activity,windsurf-SWE-1,6,8
sentence,Children laugh while gathering clams,Ti sqáchel kw'as o kwi-kwáy-ech ch'i-kw'ech Soxwe,sentence,Community activity,windsurf-SWE-1,5,7
question,Where did you learn to carve?,A-hén kw'as o s-hä′yäm-tel chay′?,question,Asking about skill acquisition,windsurf-SWE-1,6,5
phrase,Let's go for a walk,Ch'áy' s-lí-tel,phrase,Common suggestion,windsurf-SWE-1,5,2
vocabulary,to listen,kw'elólh,verb,Active listening,windsurf-SWE-1,2,1
vocabulary,to understand,kw'elólh-t-háy,verb,Comprehension,windsurf-SWE-1,2,1
time_expression,in the early morning,Ti s-sí-yem s-kw'ákw'ech,time_expression,Time of day,windsurf-SWE-1,4,3
weather_expression,the wind carries songs,S-hä′äm kw'as o kw'elólh te′lim,weather_expression,Poetic weather description,windsurf-SWE-1,4,5
culture,storytelling time,sxwiam kw'as o skwá-chil,culture,Cultural practice,windsurf-SWE-1,2,4
sentence,The canoe glides silently through calm waters,Ti sch'ä′äng kw'as o s-lí-tel semexw ti kw'äl cháko,sentence,Traditional travel method,windsurf-SWE-1,7,9
sentence,Elders teach the old ways to the young,Ti s-yä′yäs kw'as o kwechost syóls st'áw'xw ti sqáchel,sentence,Knowledge transmission,windsurf-SWE-1,8,9
sentence,Salmon leap in the rushing river,S'chän-hu kw'as o s-hókwel ti kw'äl stá-lo,sentence,Natural phenomenon,windsurf-SWE-1,6,7
question,What does this design mean?,Stäm kw'as o kw'elólh ti′et-hla hül′lüt?,question,Cultural inquiry,windsurf-SWE-1,5,6
phrase,Come eat with us,N'a it′lün ni kw'as,phrase,Meal invitation,windsurf-SWE-1,4,4
vocabulary,to share,kw'elólh-t-háy,verb,Community value,windsurf-SWE-1,2,1
vocabulary,to respect,hy'shqe,verb,Important cultural value,windsurf-SWE-1,2,1
time_expression,when the tide is low,Kw'as o kw'elólh küm′mül kw'elólh,time_expression,Tidal reference,windsurf-SWE-1,5,5
weather_expression,rain falls gently,Slüm′mōkh kw'as o s-lítch kw'elólh,weather_expression,Weather description,windsurf-SWE-1,3,5
culture,cedar bark harvest,shl-kōm t'áq'em,culture,Seasonal activity,windsurf-SWE-1,3,2
sentence,The fire crackles as stories are told,Ti säts kw'as o kw'ech-tel il-kwâ-wüs sxwiam kw'as o kwechost,sentence,Evening gathering,windsurf-SWE-1,7,10
sentence,We gather at the longhouse for the feast,Ninglkh kw'as o kw'elólh ti stä′les s-hókwel-ech il-kwâ-wüs it′lün sxwilhen,sentence,Community event,windsurf-SWE-1,8,10
sentence,The moon lights our path through the forest,Sp'ä′äkw kw'as o kw'elólh st'ä′äl kw'ech ti s-che′el,sentence,Nighttime navigation,windsurf-SWE-1,8,8
question,Can you show me how to make a basket?,Kw'es-tel kw'as o lang-üt ni mehoy′?,question,Skill sharing,windsurf-SWE-1,9,6
phrase,The water is cold today,Cháko kw'as o Ts'ixweng ti-a syú-lep,phrase,Weather observation,windsurf-SWE-1,5,6
vocabulary,to weave,mehoy′,verb,Traditional craft,windsurf-SWE-1,2,1
vocabulary,to sing,te′lim,verb,Cultural expression,windsurf-SWE-1,2,1
time_expression,when the salmon return,Kw'as o n'a s'chän-hu,time_expression,Seasonal marker,windsurf-SWE-1,4,4
weather_expression,the storm is coming,HoteLh kw'as o n'a,weather_expression,Weather warning,windsurf-SWE-1,4,4
culture,drum making,s-lä′äm chay′,culture,Traditional craft,windsurf-SWE-1,2,2
sentence,Children play by the water's edge,Ti sqáchel kw'as o s-lä′lech ti cháko st'áw'xw,sentence,Daily life,windsurf-SWE-1,6,8
sentence,The elder's voice carries wisdom,Ti s-yä′yäs si s-shxwelí kw'as o kw'elólh xchit,sentence,Respect for elders,windsurf-SWE-1,5,8
sentence,We thank the cedar for its gifts,Ninglkh kw'as o hych'ka si-á-lu h'pai il-kwâ-wüs s-yóls,sentence,Traditional gratitude,windsurf-SWE-1,7,8
question,Where can we find the best berries?,A-hén kw'as o lang-üt ninglkh selhteneng ái-yas?,question,Food gathering,windsurf-SWE-1,7,7
phrase,The sun feels good today,Sku-kül′ kw'as o kw'elólh kw'elólh ti-a syú-lep,phrase,Weather comment,windsurf-SWE-1,5,7
vocabulary,to gather,t'áq'em,verb,Food collection,windsurf-SWE-1,2,1
vocabulary,to give thanks,hych'ka si-á-lu,verb,Cultural practice,windsurf-SWE-1,3,2
time_expression,in my grandmother's time,Ti sé-la skwá-chil,time_expression,Generational reference,windsurf-SWE-1,4,3
weather_expression,the fog will lift soon,S-hóp kw'as o s-hókwel kw'elólh,weather_expression,Weather prediction,windsurf-SWE-1,5,5
culture,story pole carving,yáy'kw't chay′,culture,Artistic tradition,windsurf-SWE-1,3,2
sentence,The canoe builder selects the perfect cedar,Ti sch'ä′äng chay′ kw'as o lang-üt h'pai ái-yas,sentence,Traditional craft,windsurf-SWE-1,7,8
sentence,We walk softly on the earth,Ninglkh kw'as o s-lí-tel semexw ti s-tä′äkw,sentence,Environmental respect,windsurf-SWE-1,6,7
sentence,The raven's call echoes in the forest,Sku-takh si s-shxwelí kw'as o kw'ech s-hä′yäm ti s-che′el,sentence,Nature observation,windsurf-SWE-1,7,9
question,How do we prepare the salmon?,Stäm kw'as o kw'elólh ninglkh kw'elólh s'chän-hu?,question,Cooking inquiry,windsurf-SWE-1,6,7
phrase,The fire needs more wood,Säts kw'as o kw'elólh kw'elólh s'ki-lá-lüng,phrase,Practical instruction,windsurf-SWE-1,5,6
vocabulary,to learn,s-hä′yäm,verb,Educational value,windsurf-SWE-1,2,1
vocabulary,to teach,kwechost,verb,Knowledge sharing,windsurf-SWE-1,2,1
time_expression,when the leaves change color,Kw'as o kwelólh s'ki-lá-lüng hül′lüt s-ts'éts'ew't,time_expression,Seasonal change,windsurf-SWE-1,5,6
weather_expression,the rain nourishes the earth,Slüm′mōkh kw'as o kw'elólh s-tä′äkw,weather_expression,Environmental cycle,windsurf-SWE-1,5,5
culture,potlatch preparation,it′lün sxwilhen kw'elólh,culture,Ceremonial preparation,windsurf-SWE-1,2,3
sentence,The hunter thanks the deer for its life,Ti s-tä′äkwem kw'as o hych'ka si-á-lu smis il-kwâ-wüs siyá:yáy',sentence,Traditional hunting practice,windsurf-SWE-1,8,9
sentence,We store the dried fish for winter,Ninglkh kw'as o as-chá-nütl sel′-üp s'chän-hu il-kwâ-wüs s-kä′äkw,sentence,Food preservation,windsurf-SWE-1,7,8
sentence,The children play games from long ago,Ti sqáchel kw'as o s-lä′lech syóls st'áw'xw ti syóls s-yä′yäs-el,sentence,Cultural continuity,windsurf-SWE-1,7,10
question,What stories does this place hold?,Stäm sxwiam kw'as o kw'elólh ti′et-hla stá-les?,question,Cultural landscape,windsurf-SWE-1,6,7
phrase,The tide is coming in,Küm′mül kw'as o n'a,phrase,Tidal observation,windsurf-SWE-1,5,4
vocabulary,to remember,xchit,verb,Historical memory,windsurf-SWE-1,2,1
vocabulary,to honor,hy'shqe,verb,Cultural value,windsurf-SWE-1,2,1
time_expression,in the season of the salmon,S'chän-hu s-yóls-el,time_expression,Seasonal calendar,windsurf-SWE-1,6,2
weather_expression,the wind carries the scent of cedar,S-hä′äm kw'as o kw'elólh h'pai smá-nüsh,weather_expression,Sensory description,windsurf-SWE-1,7,6
culture,cedar hat weaving,shl-kōm s-ch'íl-ech st'áw'xw,culture,Traditional craft,windsurf-SWE-1,3,3
sentence,The elder demonstrates the proper way to weave,Ti s-yä′yäs kw'as o lang-üt mehoy′ st'áw'xw,sentence,Traditional teaching,windsurf-SWE-1,8,7
sentence,We speak our language to keep it strong,Ninglkh kw'as o qwal kw'as o kw'elólh kw'elólh,sentence,Language preservation,windsurf-SWE-1,8,8
sentence,The mountains stand as they always have,Ti smä′lqey kw'as o siLheng kw'elólh kw'elólh kw'as o kw'elólh,sentence,Timeless landscape,windsurf-SWE-1,7,10
question,Can you tell me about this design?,Kw'es-tel kw'as o qwal ni ti′et-hla hül′lüt?,question,Cultural learning,windsurf-SWE-1,7,7
phrase,The fire keeps us warm,Säts kw'as o kw'elólh ninglkh kw'elólh,phrase,Basic need,windsurf-SWE-1,5,6
vocabulary,to create,chay′,verb,Artistic process,windsurf-SWE-1,2,1
